gene_symbol,sex_analysis_recommendation,male_sufficient,female_sufficient,max_male_mice,max_female_mice
Anapc1,Both male and female analysis recommended,True,True,4.0,4.0
Cyp39a1,Both male and female analysis recommended,True,True,8.0,8.0
Adad1,Both male and female analysis recommended,True,True,3.0,3.0
Msn,Insufficient data for sex-specific analysis,True,True,4.0,4.0
Clcc1,Both male and female analysis recommended,True,True,4.0,4.0
Klra7,Both male and female analysis recommended,True,True,4.0,3.0
Cyp7a1,Both male and female analysis recommended,True,True,4.0,4.0
Zfp189,Both male and female analysis recommended,True,True,4.0,4.0
Eef2kmt,Both male and female analysis recommended,True,True,4.0,4.0
Avpr1a,Both male and female analysis recommended,True,True,4.0,4.0
Ilk,Both male and female analysis recommended,True,True,4.0,4.0
Ngfr,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gorasp1,Both male and female analysis recommended,True,True,8.0,6.0
Dnajc28,Both male and female analysis recommended,True,True,4.0,5.0
Spatc1,Both male and female analysis recommended,True,True,4.0,4.0
Chd3,Both male and female analysis recommended,True,True,4.0,4.0
Nid2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Sox2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mboat7,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Robo2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Kif13a,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Spata31f3,Both male and female analysis recommended,True,True,8.0,8.0
Heph,Insufficient data for sex-specific analysis,True,True,7.0,7.0
Klhl1,Both male and female analysis recommended,True,True,8.0,8.0
Frey1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Hunk,Male-only analysis recommended,True,False,4.0,4.0
Parva,Both male and female analysis recommended,True,True,8.0,8.0
Emilin2,Both male and female analysis recommended,True,True,4.0,4.0
Anks3,Both male and female analysis recommended,True,True,4.0,4.0
Cd7,Both male and female analysis recommended,True,True,10.0,10.0
Vamp8,Both male and female analysis recommended,True,True,3.0,4.0
Adam30,Both male and female analysis recommended,True,True,4.0,4.0
Slc25a30,Male-only analysis recommended,True,False,4.0,0.0
Dnajc7,Female-only analysis recommended,False,True,1.0,5.0
Morn3,Both male and female analysis recommended,True,True,4.0,4.0
Vps53,Male-only analysis recommended,True,False,4.0,0.0
Trim68,Both male and female analysis recommended,True,True,4.0,4.0
Lingo2,Insufficient data for sex-specific analysis,False,False,3.0,2.0
Nrp1,Both male and female analysis recommended,True,True,8.0,8.0
Entpd8,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Anxa13,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Sall3,Both male and female analysis recommended,True,True,8.0,7.0
Fdx1,Both male and female analysis recommended,True,True,4.0,4.0
Nfil3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pglyrp4,Both male and female analysis recommended,True,True,8.0,7.0
Hpf1,Female-only analysis recommended,False,True,1.0,3.0
Rras2,Both male and female analysis recommended,True,True,7.0,8.0
Ano2,Both male and female analysis recommended,True,True,10.0,11.0
Stk3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pstpip1,Both male and female analysis recommended,True,True,8.0,8.0
Dlx4,Both male and female analysis recommended,True,True,4.0,4.0
Myh13,Both male and female analysis recommended,True,True,4.0,4.0
Fer1l4,Male-only analysis recommended,True,False,4.0,2.0
Nek7,Both male and female analysis recommended,True,True,4.0,4.0
Tubgcp2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mex3b,Both male and female analysis recommended,True,True,8.0,9.0
Ins1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gabarapl1,Both male and female analysis recommended,True,True,3.0,4.0
Nhp2,Female-only analysis recommended,False,True,0.0,4.0
Vav2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Klrb1,Both male and female analysis recommended,True,True,4.0,4.0
Cep135,Both male and female analysis recommended,True,True,5.0,4.0
Saa3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tmem108,Both male and female analysis recommended,True,True,7.0,8.0
Rep15,Insufficient data for sex-specific analysis,False,False,2.0,2.0
4931429L15Rik,Male-only analysis recommended,True,False,3.0,1.0
Crlf3,Female-only analysis recommended,False,True,2.0,3.0
Zfp280c,Insufficient data for sex-specific analysis,True,True,4.0,4.0
Pus7,Both male and female analysis recommended,True,True,4.0,4.0
Ipo8,Both male and female analysis recommended,True,True,4.0,4.0
Tspan15,Both male and female analysis recommended,True,True,4.0,4.0
Cct3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Arhgef10,Both male and female analysis recommended,True,True,4.0,4.0
Tlcd5,Both male and female analysis recommended,True,True,4.0,4.0
Edc4,Male-only analysis recommended,True,False,4.0,0.0
Stard8,Male-only analysis recommended,True,False,4.0,0.0
F2rl1,Both male and female analysis recommended,True,True,4.0,4.0
Gstp1,Both male and female analysis recommended,True,True,4.0,4.0
Rwdd2b,Both male and female analysis recommended,True,True,3.0,3.0
Gpr15,Both male and female analysis recommended,True,True,4.0,4.0
2610028H24Rik,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cilk1,Both male and female analysis recommended,True,True,4.0,4.0
Epha10,Both male and female analysis recommended,True,True,4.0,4.0
Lipn,Both male and female analysis recommended,True,True,4.0,4.0
Rcan1,Both male and female analysis recommended,True,True,6.0,8.0
Pomk,Male-only analysis recommended,True,False,8.0,6.0
Tle1,Both male and female analysis recommended,True,True,4.0,4.0
Clvs1,Both male and female analysis recommended,True,True,3.0,4.0
Il2ra,Both male and female analysis recommended,True,True,7.0,6.0
Cdc37l1,Both male and female analysis recommended,True,True,4.0,3.0
Cntd1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Prokr1,Both male and female analysis recommended,True,True,4.0,4.0
Ces3b,Both male and female analysis recommended,True,True,4.0,4.0
Atg4c,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rab11fip2,Both male and female analysis recommended,True,True,4.0,4.0
Dlk1,Female-only analysis recommended,False,True,1.0,4.0
Coro6,Male-only analysis recommended,True,False,3.0,1.0
Rnf19b,Both male and female analysis recommended,True,True,7.0,9.0
Ptpn20,Both male and female analysis recommended,True,True,4.0,4.0
Serpina7,Insufficient data for sex-specific analysis,True,True,3.0,3.0
Gin1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Esd,Both male and female analysis recommended,True,True,4.0,4.0
Nedd4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ccnt1,Both male and female analysis recommended,True,True,3.0,4.0
Dnajc27,Both male and female analysis recommended,True,True,4.0,4.0
Amigo2,Both male and female analysis recommended,True,True,4.0,4.0
1700008P02Rik,Both male and female analysis recommended,True,True,4.0,4.0
Slc1a1,Both male and female analysis recommended,True,True,4.0,4.0
Ddr1,Both male and female analysis recommended,True,True,8.0,8.0
Paf1,Both male and female analysis recommended,True,True,3.0,4.0
Brcc3dc,Both male and female analysis recommended,True,True,4.0,3.0
Pycr1,Female-only analysis recommended,False,True,2.0,4.0
Cbr2,Male-only analysis recommended,True,False,4.0,1.0
Tbck,Both male and female analysis recommended,True,True,4.0,4.0
Nxnl2,Both male and female analysis recommended,True,True,8.0,10.0
Hdac1,Insufficient data for sex-specific analysis,False,False,4.0,4.0
Mgat1,Both male and female analysis recommended,True,True,4.0,4.0
Adamts16,Both male and female analysis recommended,True,True,4.0,3.0
Slc10a1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Oas1g,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gm94,Both male and female analysis recommended,True,True,4.0,4.0
Gstm3,Both male and female analysis recommended,True,True,4.0,4.0
St14,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Sel1l,Male-only analysis recommended,True,False,4.0,0.0
Aldh1b1,Female-only analysis recommended,False,True,0.0,4.0
Gnpda2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ssr2,Female-only analysis recommended,False,True,0.0,4.0
Plekhg3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Aqp3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Zdhhc11,Both male and female analysis recommended,True,True,4.0,5.0
Apof,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Clrn3,Both male and female analysis recommended,True,True,4.0,4.0
Il18rap,Both male and female analysis recommended,True,True,8.0,7.0
Exoc6b,Both male and female analysis recommended,True,True,4.0,4.0
Abca2,Both male and female analysis recommended,True,True,4.0,4.0
Mrgprb2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cited4,Both male and female analysis recommended,True,True,4.0,4.0
Ccr3,Both male and female analysis recommended,True,True,7.0,8.0
Prss57,Both male and female analysis recommended,True,True,7.0,8.0
Pom121l2,Both male and female analysis recommended,True,True,3.0,4.0
Aktip,Male-only analysis recommended,True,False,3.0,2.0
Gde1,Both male and female analysis recommended,True,True,4.0,5.0
Tbx20,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Acadm,Insufficient data for sex-specific analysis,False,False,,
Ccdc117,Both male and female analysis recommended,True,True,4.0,4.0
Khsrp,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cmas,Both male and female analysis recommended,True,True,4.0,4.0
Cbx5,Female-only analysis recommended,False,True,1.0,3.0
Med1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cldn23,Both male and female analysis recommended,True,True,4.0,4.0
2700097O09Rik,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Clec9a,Both male and female analysis recommended,True,True,8.0,8.0
Slc39a8,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tnni1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Clrn2,Both male and female analysis recommended,True,True,4.0,4.0
Wdr27,Both male and female analysis recommended,True,True,7.0,7.0
Mkrn2,Both male and female analysis recommended,True,True,5.0,5.0
Vps13b,Female-only analysis recommended,False,True,2.0,4.0
Ldlrad4,Male-only analysis recommended,True,False,5.0,0.0
Il17a,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rps6kl1,Both male and female analysis recommended,True,True,4.0,4.0
Serpinb5,Both male and female analysis recommended,True,True,4.0,4.0
Odf4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Abtb2,Male-only analysis recommended,True,False,3.0,2.0
Fbxw15,Both male and female analysis recommended,True,True,8.0,8.0
Kctd19,Both male and female analysis recommended,True,True,4.0,4.0
Kcng3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Nmb,Both male and female analysis recommended,True,True,4.0,4.0
Dynll1,Both male and female analysis recommended,True,True,5.0,3.0
Mrpl58,Both male and female analysis recommended,True,True,4.0,3.0
Cd27,Both male and female analysis recommended,True,True,8.0,8.0
Emx1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Orc1,Both male and female analysis recommended,True,True,4.0,4.0
Gls2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dlgap2,Both male and female analysis recommended,True,True,3.0,3.0
Slc6a3,Both male and female analysis recommended,True,True,4.0,4.0
Kcnh7,Both male and female analysis recommended,True,True,4.0,4.0
Pycr2,Both male and female analysis recommended,True,True,5.0,3.0
Pax5,Both male and female analysis recommended,True,True,3.0,4.0
Satb1,Both male and female analysis recommended,True,True,7.0,8.0
Cd5l,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Bbs4,Both male and female analysis recommended,True,True,4.0,4.0
Grm3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Nkiras1,Both male and female analysis recommended,True,True,9.0,8.0
L3mbtl3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Car3,Both male and female analysis recommended,True,True,4.0,4.0
Fam168a,Both male and female analysis recommended,True,True,4.0,4.0
Rbmx,Insufficient data for sex-specific analysis,True,True,4.0,4.0
Arhgef16,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mapk11,Insufficient data for sex-specific analysis,False,False,,
Ylpm1,Both male and female analysis recommended,True,True,4.0,4.0
Kif2c,Male-only analysis recommended,True,False,3.0,0.0
Cimap1d,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cabin1,Both male and female analysis recommended,True,True,8.0,8.0
Clec2g,Both male and female analysis recommended,True,True,4.0,4.0
Slc39a7,Both male and female analysis recommended,True,True,3.0,3.0
Hcar1,Both male and female analysis recommended,True,True,8.0,8.0
Arl16,Both male and female analysis recommended,True,True,8.0,7.0
Cmtm3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Avpi1,Both male and female analysis recommended,True,True,4.0,4.0
Irf7,Male-only analysis recommended,True,False,5.0,1.0
Aoah,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pdgfrb,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mpped2,Both male and female analysis recommended,True,True,4.0,4.0
Slc22a4,Both male and female analysis recommended,True,True,4.0,4.0
Macir,Both male and female analysis recommended,True,True,4.0,4.0
Rasa3,Both male and female analysis recommended,True,True,4.0,4.0
Naa35,Both male and female analysis recommended,True,True,4.0,4.0
Eef1akmt2,Both male and female analysis recommended,True,True,4.0,4.0
Sp5,Insufficient data for sex-specific analysis,True,True,4.0,4.0
Sfxn1,Both male and female analysis recommended,True,True,3.0,4.0
Wiz,Both male and female analysis recommended,True,True,8.0,7.0
Rnf144b,Both male and female analysis recommended,True,True,3.0,3.0
Tspan7,Insufficient data for sex-specific analysis,True,True,4.0,4.0
Cyp4f16,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fam204a,Both male and female analysis recommended,True,True,4.0,4.0
Cstad,Female-only analysis recommended,False,True,1.0,4.0
Fbln7,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pabpc5,Insufficient data for sex-specific analysis,False,False,,
Pank4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tafa3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Nectin4,Both male and female analysis recommended,True,True,4.0,4.0
Hilpda,Both male and female analysis recommended,True,True,3.0,3.0
Col6a2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fnip1,Both male and female analysis recommended,True,True,7.0,8.0
Efcab6,Both male and female analysis recommended,True,True,4.0,4.0
Dach1,Both male and female analysis recommended,True,True,4.0,4.0
Fam170a,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Bach1,Both male and female analysis recommended,True,True,4.0,4.0
Kdm5c,Female-only analysis recommended,False,True,0.0,7.0
Snx22,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mtpap,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Asb18,Both male and female analysis recommended,True,True,4.0,4.0
Mtcp1,Insufficient data for sex-specific analysis,True,True,4.0,4.0
Dynlt2b,Male-only analysis recommended,True,False,3.0,1.0
Dele1,Both male and female analysis recommended,True,True,8.0,8.0
Aire,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ipo11,Both male and female analysis recommended,True,True,4.0,4.0
Nptn,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Sec31b,Both male and female analysis recommended,True,True,4.0,4.0
Wdr49,Both male and female analysis recommended,True,True,8.0,8.0
Padi3,Both male and female analysis recommended,True,True,8.0,8.0
Pgam5,Both male and female analysis recommended,True,True,6.0,9.0
Disc1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Crisp2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rasgef1b,Both male and female analysis recommended,True,True,4.0,4.0
Ocm,Both male and female analysis recommended,True,True,5.0,3.0
Tmbim7,Both male and female analysis recommended,True,True,4.0,4.0
Odaph,Both male and female analysis recommended,True,True,8.0,7.0
Ddc,Both male and female analysis recommended,True,True,4.0,4.0
Phgdh,Female-only analysis recommended,False,True,2.0,3.0
Wnt3a,Both male and female analysis recommended,True,True,8.0,8.0
Sgk2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Eif4g2,Both male and female analysis recommended,True,True,4.0,4.0
Drc7,Both male and female analysis recommended,True,True,4.0,4.0
Mettl5,Both male and female analysis recommended,True,True,10.0,10.0
Hapln1,Both male and female analysis recommended,True,True,3.0,4.0
Cttnbp2nl,Both male and female analysis recommended,True,True,3.0,4.0
Anapc15,Both male and female analysis recommended,True,True,3.0,4.0
Glo1,Male-only analysis recommended,True,False,4.0,0.0
Tmem256,Both male and female analysis recommended,True,True,4.0,3.0
Ky,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Kpna2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cyp2u1,Both male and female analysis recommended,True,True,6.0,8.0
Slc35f5,Both male and female analysis recommended,True,True,4.0,4.0
Pfdn6,Both male and female analysis recommended,True,True,3.0,3.0
Kbtbd12,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Atp6v1f,Both male and female analysis recommended,True,True,4.0,4.0
Vsig8,Both male and female analysis recommended,True,True,4.0,4.0
Sh2b1,Both male and female analysis recommended,True,True,5.0,8.0
Atp5mc2,Female-only analysis recommended,False,True,4.0,4.0
Gins2,Both male and female analysis recommended,True,True,4.0,4.0
Kcnab2,Insufficient data for sex-specific analysis,False,False,,
Ptcd3,Female-only analysis recommended,False,True,2.0,4.0
Tmem79,Both male and female analysis recommended,True,True,4.0,4.0
Fah,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Serinc2,Both male and female analysis recommended,True,True,4.0,4.0
Psip1,Both male and female analysis recommended,True,True,4.0,4.0
Usp35,Both male and female analysis recommended,True,True,4.0,4.0
Ncoa5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Myh14,Male-only analysis recommended,True,False,6.0,2.0
Rin1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Arhgef1,Female-only analysis recommended,False,True,0.0,4.0
Apbb3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dusp12,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Sez6l,Male-only analysis recommended,True,False,3.0,2.0
Derl2,Both male and female analysis recommended,True,True,10.0,10.0
Slc41a2,Both male and female analysis recommended,True,True,4.0,4.0
Rab11fip4,Both male and female analysis recommended,True,True,4.0,4.0
Pak1ip1,Female-only analysis recommended,False,True,2.0,3.0
Myom2,Both male and female analysis recommended,True,True,4.0,4.0
Abcb11,Male-only analysis recommended,True,False,4.0,4.0
Klf4,Male-only analysis recommended,True,False,7.0,2.0
Cdc42ep3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Inf2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ghrh,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mcl1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Slc13a3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Arhgef12,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dtx3,Both male and female analysis recommended,True,True,4.0,3.0
A830019P07Rik,Female-only analysis recommended,False,True,1.0,3.0
Mir100,Insufficient data for sex-specific analysis,False,False,2.0,3.0
Itsn2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Arglu1,Both male and female analysis recommended,True,True,4.0,4.0
Pramex1,Male-only analysis recommended,True,False,4.0,0.0
Mdp1,Both male and female analysis recommended,True,True,4.0,5.0
Pink1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ryr1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Slc44a2,Both male and female analysis recommended,True,True,4.0,4.0
Spata25,Both male and female analysis recommended,True,True,4.0,4.0
Vdr,Male-only analysis recommended,True,False,3.0,4.0
Tent5a,Both male and female analysis recommended,True,True,9.0,6.0
Mdk,Both male and female analysis recommended,True,True,4.0,4.0
C1rl,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Zfp423,Both male and female analysis recommended,True,True,4.0,4.0
Dffb,Both male and female analysis recommended,True,True,4.0,4.0
Panx2,Male-only analysis recommended,True,False,3.0,2.0
Ndufc2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tlk1,Both male and female analysis recommended,True,True,4.0,3.0
D16Ertd472e,Both male and female analysis recommended,True,True,7.0,8.0
Enc1,Male-only analysis recommended,True,False,5.0,0.0
Cmtm5,Male-only analysis recommended,True,False,4.0,0.0
Pglyrp3,Both male and female analysis recommended,True,True,8.0,8.0
Pfkfb3,Both male and female analysis recommended,True,True,4.0,4.0
Xkr5,Both male and female analysis recommended,True,True,4.0,4.0
Eea1,Both male and female analysis recommended,True,True,4.0,4.0
Ccdc83,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pbx3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tuba1c,Male-only analysis recommended,True,False,3.0,2.0
Smarce1,Both male and female analysis recommended,True,True,4.0,4.0
Cox18,Both male and female analysis recommended,True,True,4.0,4.0
Vamp4,Both male and female analysis recommended,True,True,8.0,8.0
Psme1,Insufficient data for sex-specific analysis,False,False,2.0,1.0
Cbl,Both male and female analysis recommended,True,True,8.0,7.0
Aspn,Both male and female analysis recommended,True,True,4.0,4.0
Zfp260,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Timp3,Both male and female analysis recommended,True,True,4.0,4.0
Ncoa1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Krt33b,Both male and female analysis recommended,True,True,8.0,7.0
Morc4,Insufficient data for sex-specific analysis,False,False,,
Herc1,Female-only analysis recommended,False,True,2.0,4.0
Fbxo2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Zc3h7b,Both male and female analysis recommended,True,True,4.0,4.0
Aatf,Both male and female analysis recommended,True,True,4.0,3.0
Igsf9,Both male and female analysis recommended,True,True,4.0,4.0
Mon1a,Both male and female analysis recommended,True,True,3.0,4.0
Csf3r,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tktl2,Both male and female analysis recommended,True,True,4.0,4.0
Ptgfrn,Both male and female analysis recommended,True,True,3.0,5.0
Cmya5,Both male and female analysis recommended,True,True,4.0,4.0
Dennd1c,Both male and female analysis recommended,True,True,4.0,4.0
Retreg2,Male-only analysis recommended,True,False,8.0,7.0
Ror2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Noc4l,Both male and female analysis recommended,True,True,4.0,4.0
Prpf6,Both male and female analysis recommended,True,True,4.0,3.0
Pabpn1l,Male-only analysis recommended,True,False,4.0,0.0
Gp6,Both male and female analysis recommended,True,True,8.0,8.0
Fbxw16,Both male and female analysis recommended,True,True,7.0,8.0
Rasgef1a,Both male and female analysis recommended,True,True,4.0,4.0
Agfg2,Both male and female analysis recommended,True,True,3.0,4.0
Paqr7,Both male and female analysis recommended,True,True,4.0,4.0
Otoa,Both male and female analysis recommended,True,True,4.0,4.0
Cfap418,Both male and female analysis recommended,True,True,4.0,4.0
Specc1,Both male and female analysis recommended,True,True,4.0,4.0
Dip2c,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Zdhhc19,Both male and female analysis recommended,True,True,4.0,4.0
Gpr176,Male-only analysis recommended,True,False,3.0,2.0
Prox2,Both male and female analysis recommended,True,True,4.0,4.0
Dbn1,Both male and female analysis recommended,True,True,8.0,8.0
Abca6,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Zc3h8,Both male and female analysis recommended,True,True,8.0,8.0
Stk26,Insufficient data for sex-specific analysis,True,True,8.0,8.0
Fbxo38,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mdm1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tspan8,Both male and female analysis recommended,True,True,3.0,4.0
Reg1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Klrk1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Apol8,Both male and female analysis recommended,True,True,4.0,4.0
Sytl4,Male-only analysis recommended,True,False,4.0,4.0
Syt8,Both male and female analysis recommended,True,True,4.0,4.0
Naa38,Both male and female analysis recommended,True,True,10.0,12.0
A1cf,Both male and female analysis recommended,True,True,4.0,4.0
Sirt5,Male-only analysis recommended,True,False,4.0,3.0
Camsap3,Female-only analysis recommended,False,True,1.0,6.0
Cacnb2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Myh10,Both male and female analysis recommended,True,True,4.0,4.0
Gapdh,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tmem45a,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mylk4,Both male and female analysis recommended,True,True,4.0,4.0
Parp1,Both male and female analysis recommended,True,True,12.0,8.0
Pfdn1,Both male and female analysis recommended,True,True,4.0,4.0
Ift81,Both male and female analysis recommended,True,True,4.0,4.0
Abca16,Both male and female analysis recommended,True,True,4.0,4.0
Acsf2,Both male and female analysis recommended,True,True,4.0,4.0
Ms4a12,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tppp3,Both male and female analysis recommended,True,True,10.0,10.0
0610040J01Rik,Both male and female analysis recommended,True,True,8.0,8.0
Pja1,Insufficient data for sex-specific analysis,False,False,,
Plb1,Both male and female analysis recommended,True,True,4.0,4.0
Atp13a5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Trabd2b,Both male and female analysis recommended,True,True,10.0,7.0
Ppp4r1,Male-only analysis recommended,True,False,4.0,0.0
Cenpo,Both male and female analysis recommended,True,True,4.0,4.0
Hspb8,Both male and female analysis recommended,True,True,4.0,4.0
Hmbs,Both male and female analysis recommended,True,True,3.0,4.0
Ppp3r2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
St6galnac3,Both male and female analysis recommended,True,True,4.0,4.0
Pms1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Sstr2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cox7a2l,Both male and female analysis recommended,True,True,4.0,4.0
Slc47a2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pign,Female-only analysis recommended,False,True,1.0,3.0
Ankrd44,Both male and female analysis recommended,True,True,4.0,4.0
Gmnc,Male-only analysis recommended,True,False,5.0,0.0
Kmt2c,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ndrg3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ush1c,Male-only analysis recommended,True,False,4.0,2.0
Bola1,Both male and female analysis recommended,True,True,4.0,4.0
Fzr1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gatb,Both male and female analysis recommended,True,True,4.0,4.0
Garin1b,Both male and female analysis recommended,True,True,7.0,8.0
Map2k7,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cfap45,Both male and female analysis recommended,True,True,3.0,3.0
Aebp1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Abi3,Both male and female analysis recommended,True,True,4.0,4.0
Cdc5l,Both male and female analysis recommended,True,True,4.0,4.0
Asb4,Both male and female analysis recommended,True,True,8.0,8.0
Krt25,Both male and female analysis recommended,True,True,4.0,3.0
Agbl2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fhip2a,Both male and female analysis recommended,True,True,4.0,4.0
Nup35,Both male and female analysis recommended,True,True,4.0,4.0
Pef1,Insufficient data for sex-specific analysis,False,False,2.0,4.0
C1qtnf2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Sh3bp2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Btbd8,Both male and female analysis recommended,True,True,10.0,11.0
P2rx6,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Calu,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tmprss6,Both male and female analysis recommended,True,True,6.0,6.0
Calb1,Both male and female analysis recommended,True,True,8.0,8.0
Tor1a,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Oas1c,Both male and female analysis recommended,True,True,8.0,8.0
Dop1b,Male-only analysis recommended,True,False,4.0,2.0
Igfals,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fads1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mamld1,Insufficient data for sex-specific analysis,False,False,,
Wdr81,Male-only analysis recommended,True,False,4.0,2.0
Ypel1,Both male and female analysis recommended,True,True,4.0,3.0
Ak7,Both male and female analysis recommended,True,True,8.0,8.0
Ldlr,Both male and female analysis recommended,True,True,4.0,4.0
